number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
3124,120,0.088,882,519,0.0222769,73998.23529,5531.655025,5410.933105,4654.631969,3747.826982,3175.593509,148.5072021,314.8413163,466.8073963,592.614196,695.0227305
3125,109,0.044,1087,331,0.0221473,67276.47059,5700.24303,5623.77954,4847.551185,3906.349994,3334.967996,151.4829324,323.7611732,481.9120562,612.964516,719.9912479
3126,119,0.032,1474,423,0.0198973,73248.82353,7373.132928,7449.531698,6559.024825,5376.713315,4577.698177,192.6422715,418.2433812,629.9451169,808.8668244,956.3808797
3127,101,0.087,1392,540,0.0154082,61041.17647,6623.487347,6853.74886,6239.820904,5290.135725,4513.12557,171.4063078,376.3108649,574.1893447,747.3425469,893.3242386
3128,225,0.155,1299,374,0.0212427,141623.5294,6143.102343,5895.777817,5027.464975,4122.125324,3763.720372,168.8692889,351.7349139,516.4060747,653.0125443,769.2029411
3129,133,0.359,517,573,0.0229585,83997.64706,3919.697317,3745.037613,3190.948422,2609.575493,2353.064576,108.2145449,224.5743247,329.1225068,415.7583927,488.9456566
3130,202,0.033,1119,577,0.0293816,129788.2353,7655.263308,7124.076044,5794.967186,4537.406243,4220.862724,211.17085,435.9425812,630.6361968,784.3560916,912.2907457
3131,124,0.44,534,529,0.0216107,75948.23529,3561.569274,3439.475572,2979.048212,2464.179533,2178.761872,98.41381103,204.6301833,301.3990088,382.8286628,451.544291
3132,97,0.258,1390,229,0.00995461,57322.94118,4181.204552,4377.23832,4083.932887,3604.611697,3242.598195,108.6153323,238.5944777,366.3562395,481.7702934,583.8060183
3133,120,0.18,1143,264,0.015683,73367.05882,4547.790759,4557.529452,4053.638449,3440.608168,3122.929025,121.2689092,259.6383997,389.5843794,501.7653139,598.9743809
3134,104,0.072,547,364,0.0269061,66094.11765,3894.701792,3680.431203,3052.203938,2385.897522,2057.389482,107.0982015,222.229935,323.7845069,404.9813798,470.316342
3135,193,0.247,990,209,0.0166778,118990.5882,3715.622406,3649.919423,3229.515887,2707.79613,2338.14448,102.1618171,213.8484264,317.609977,406.6062174,481.5984259
3136,141,0.2,1319,408,0.0155689,86364.70588,5517.695421,5553.15271,4957.160674,4204.775495,3771.053359,146.8960021,315.1311677,473.7706715,610.9968766,729.2438314
3137,75,0.214,630,515,0.0167505,45725.29412,3854.491042,3901.283013,3492.650979,2944.14103,2571.299253,101.5573994,219.4270028,331.0801401,427.5872824,509.4852835
3138,168,0.246,379,276,0.0269378,106712.9412,2541.982342,2328.076949,1925.360896,1541.297284,1383.349212,73.10049087,146.8827357,210.8970012,262.5909139,305.6359935
3139,167,0.09,1380,207,0.0217123,103632.9412,6113.09503,5918.21494,5073.172622,4121.854817,3608.148268,166.2412274,349.0161409,514.8325015,652.3437433,766.519903
3140,146,0.152,1240,451,0.0183053,91096.47059,5930.163195,5881.281024,5173.723778,4272.397461,3642.20808,159.0913184,338.4908019,505.381429,646.9765377,764.4366458
3141,172,0.128,1066,530,0.0225573,108418.8235,6170.945727,5943.486058,5064.458082,4106.068784,3640.525153,168.4580337,352.51869,518.5515141,655.5925616,769.8440977
3142,222,0.495,511,348,0.023434,141973.4345,2742.792619,2574.717479,2200.812233,1818.109539,1623.642055,78.4328172,158.9563348,230.8575649,290.9170943,341.8264893
3143,197,0.019,1166,525,0.0300606,126880,7752.309826,7200.815618,5843.928075,4564.686401,4246.129798,213.6159678,441.0301319,637.6109716,792.4422752,921.0990066
3144,142,0.376,1315,421,0.0123965,83735.88235,4471.309278,4578.746286,4204.143564,3691.147948,3383.406276,118.8416078,256.2270991,388.7459877,507.0917841,612.2674042
3145,184,0.185,1025,456,0.0210444,115512.9412,5364.940989,5170.557366,4445.993412,3645.077641,3221.638566,147.366813,307.2920248,452.2984516,573.2881113,674.777877
3146,121,0.175,400,276,0.0265801,77277.64706,2716.054041,2514.152005,2080.933361,1658.111319,1487.399087,76.76803393,156.1015577,225.3039882,281.0615253,327.3117653
3147,147,0.041,1375,382,0.0233909,92272.94118,7222.865738,7046.341654,6013.111821,4823.273227,4176.92286,193.2716569,410.3266534,607.4850987,769.547275,902.3163745
3148,87,0.22,662,487,0.0177616,53080,3921.295074,3922.083268,3476.357477,2905.18185,2529.620536,104.3383805,223.5066708,335.1982368,430.8336211,511.465291
3149,178,0.372,541,190,0.0183079,109456.4706,2152.004399,2086.571707,1836.275344,1551.484549,1382.568565,60.24558235,124.4743447,183.5912481,234.305921,277.8390692
3150,204,0.391,660,375,0.0210939,127745.8824,3311.703894,3162.141205,2732.413229,2275.78922,2045.538433,93.05277174,191.177448,279.9795912,354.8532814,418.7906766
3151,218,0.337,334,357,0.029426,137378.8235,2705.279047,2448.333546,2010.523192,1568.838911,1300.271627,79.34651479,157.3241045,224.437879,277.9167567,320.2993836
3152,87,0.228,1121,200,0.0114874,51787.64706,3681.072148,3810.954731,3496.929391,3047.497583,2771.160757,95.98550067,209.8613005,320.2037053,418.3229992,504.78451
3153,83,0.261,1527,377,0.00906791,48640,4778.542215,5092.708297,4801.098001,4292.832909,3957.034604,121.6659861,271.7355867,421.1707201,557.6349187,680.4653623
3154,163,0.272,1028,345,0.0165508,101341.1765,4244.265068,4200.802371,3720.954624,3140.414513,2794.874724,115.3894057,243.5759958,363.0736975,465.8263495,553.8485714
3155,93,0.225,323,421,0.0255648,58877.64706,2961.752073,2799.240263,2351.832759,1861.231146,1569.13701,82.26849351,169.6977448,247.3739523,310.3757692,361.0328959
3156,229,0.072,963,207,0.0297363,147032.9412,5110.592312,4652.098024,3773.917575,2916.654852,2520.913743,145.6960532,293.7363785,420.6250731,520.3806103,600.2395803
3157,133,0.232,533,298,0.0226096,84308.23529,3019.683341,2865.691931,2434.34314,1981.3863,1762.570743,84.2637369,173.5574461,253.431679,319.4019541,374.6562699
3158,218,0.448,725,363,0.0197111,135315.2941,3224.027731,3115.182564,2731.083395,2292.666428,2020.867865,90.47485361,186.5273133,274.6332674,349.849139,413.8594372
3159,191,0.234,1313,430,0.0169674,116143.5294,5591.958763,5533.740153,4887.933289,4094.639508,3593.960146,151.5721713,320.4767523,477.7206979,612.2778805,726.3252127
3160,125,0.333,1130,522,0.0141795,74877.64706,4721.574336,4803.971893,4357.135761,3753.033419,3363.632348,125.5304842,270.2017212,408.476461,530.0572049,635.805479
3161,77,0.467,619,188,0.012357,45501.17647,1909.485072,1957.381595,1805.164987,1593.403715,1462.666245,51.09160389,109.7705973,166.5333682,217.4850498,262.9478292
3162,133,0.124,1360,587,0.0173915,81300.58824,6850.251835,6910.886287,6153.298865,5147.188541,4462.254283,180.7451328,389.919883,587.2160913,756.6325859,899.2591643
3163,64,0.17,455,154,0.0191526,39230.58824,2137.707899,2092.964294,1821.209161,1506.519705,1332.973129,58.03184229,122.2895505,181.3395847,231.132757,273.1421959
3164,83,0.241,844,403,0.0145157,50078.82353,3838.350613,3910.422639,3538.552501,3035.090729,2712.387854,100.9748224,218.7067147,331.1607591,429.7039485,515.0737919
3165,75,0.338,1251,341,0.00892911,44013.52941,3754.036007,3991.773486,3763.581963,3382.71827,3162.439238,96.12809719,213.8716331,330.9752163,438.1598291,535.5441589
3166,194,0.283,416,532,0.0288069,124778.8235,3848.983113,3507.63918,2868.139272,2264.992948,2032.709771,110.3560005,221.8688617,317.8327915,394.3207538,457.4409997
3167,128,0.176,936,247,0.0182317,78101.17647,4033.959987,3970.937949,3479.414531,2882.117861,2501.776066,109.5502816,231.0984143,343.5215448,438.8055536,518.6181652
3168,138,0.172,1208,191,0.0161018,84298.82353,4554.19056,4539.200688,4031.95563,3392.296518,2980.064483,122.5543541,260.6356622,389.9838435,501.2288594,595.7959053
3169,188,0.08,851,593,0.0280638,120378.8235,6254.347141,5823.40402,4780.678202,3765.432121,3416.928211,173.7621596,357.2569618,517.0485738,644.3724512,749.6419227
3170,154,0.183,809,574,0.0223168,96988.23529,5214.654083,5019.590004,4284.285901,3484.405374,3095.612022,142.647629,298.1064699,438.420629,554.5178597,651.5958232
3171,111,0.463,1244,415,0.0110304,65411.17647,3840.436064,3999.98355,3721.765,3319.306735,3106.135075,100.9373409,220.029958,336.5586934,442.0934607,537.6099633
3172,104,0.16,1009,493,0.0167433,63374.11765,5120.683289,5161.029423,4607.09283,3870.943934,3364.653161,135.2742696,291.5007551,438.9932077,566.1042019,673.548425
3173,62,0.048,1505,336,0.0112282,36284.11765,5689.344666,6142.987964,5810.809516,5151.475176,4623.650799,141.9002493,321.9231255,502.6213097,667.3001375,813.0249199
3174,179,0.182,533,518,0.027765,114854.1176,4339.869291,3990.689695,3283.832358,2615.493806,2381.870568,122.7992364,249.1470612,358.6638406,446.5621904,519.940622
3175,63,0.242,690,218,0.0132935,37761.17647,2665.121746,2729.533607,2479.585496,2138.53829,1929.652869,70.02039022,152.0051965,230.6488069,299.8693353,360.2827221
3176,166,0.292,890,594,0.0197546,101407.0588,5010.833161,4886.962142,4253.055569,3521.097369,3103.071471,136.9557704,287.2127687,425.0731434,541.4155867,639.4783086
3177,68,0.08,712,418,0.0179837,41618.23529,4138.390019,4210.100407,3757.049505,3128.595289,2674.095732,108.1065986,235.0825557,355.4650102,458.7514929,544.9202741
3178,226,0.173,723,499,0.0269048,144588.2353,4940.015048,4557.533789,3760.081351,2999.175937,2726.335752,139.9397542,284.0048125,409.2420698,509.9751638,594.0732783
3179,180,0.404,373,260,0.0245192,112216.4706,2157.811759,2010.784711,1706.77793,1383.459254,1178.49652,62.10456739,125.1980486,181.1818527,227.4116054,265.3729673
3180,193,0.33,986,303,0.0160065,119668.2353,3730.963172,3688.471473,3293.837908,2811.42394,2505.591033,102.3250379,214.827364,320.1119076,411.5798344,490.5631544
3181,223,0.042,1017,353,0.0317694,144056.4706,6296.337208,5704.511135,4570.549473,3527.792924,3209.582188,178.3133537,360.4730937,515.162666,635.6181134,734.0756998
3182,93,0.374,882,375,0.0132618,55397.64706,3390.45068,3469.729617,3169.50876,2758.283983,2504.551155,89.8723517,194.0594255,294.2611307,383.1199118,461.3330891
3183,134,0.072,1402,199,0.0205402,82172.94118,6116.129555,6035.269418,5248.484921,4256.215641,3558.901151,163.6564754,348.3178204,518.7133969,661.1720678,777.0358833
3184,178,0.463,1520,238,0.00896228,106009.4118,3561.29284,3740.13309,3533.328921,3208.916619,3034.932472,93.83387476,204.6544201,314.385416,415.4780741,508.4246947
3185,218,0.377,1496,460,0.0138233,129529.4118,5195.167598,5238.247244,4749.1316,4147.289139,3852.188331,139.9724381,298.3284845,448.9453198,582.1491123,700.8500846
3186,73,0.028,1045,437,0.0169052,44121.76471,5410.388154,5616.110629,5104.802704,4301.07995,3629.557939,139.1531019,306.8739291,468.9494356,610.237943,728.3362399
3187,175,0.218,769,308,0.0212275,110223.5294,3799.157506,3632.212599,3116.159066,2563.726262,2287.643545,105.6847353,218.4189701,320.1264049,405.0247213,476.7134815
3188,179,0.475,414,342,0.0248518,112454.1176,2554.444148,2386.596268,2019.806279,1639.001424,1429.108946,73.21271464,148.0568352,214.4190696,269.1050632,314.4682788
3189,109,0.038,429,207,0.0331325,70851.76471,2980.850482,2674.154491,2128.802904,1647.798118,1534.142534,84.99162663,170.7920932,243.0543401,299.1637354,345.5957192
3190,213,0.15,891,227,0.023615,134487.0588,4244.887487,3997.518735,3371.480437,2690.074731,2276.603752,119.3534182,244.3403131,355.4178469,446.0754653,519.5016781
3191,103,0.233,1486,508,0.0115247,61343.52941,5600.702238,5866.206937,5437.649308,4742.280265,4207.350721,144.8157696,319.0886267,489.8475625,642.679471,775.9887734
3192,203,0.485,579,579,0.0246828,128842.3529,3986.212151,3750.5236,3192.185505,2582.253497,2191.783209,113.1909834,230.3874631,334.995904,421.4026543,492.125731
3193,230,0.283,1526,281,0.0136062,140927.0588,5069.26418,5086.489384,4582.28699,3967.264061,3652.027661,136.7600324,290.9131637,436.7351195,564.7421778,677.7688286
3194,121,0.152,835,174,0.0194812,73891.76471,3575.60816,3481.880234,3016.640659,2479.198982,2168.864752,97.56686417,204.7321061,302.7645617,385.0085246,453.7875751
3195,145,0.444,1226,181,0.00887445,86063.52941,2895.783511,3037.594021,2862.813719,2597.344241,2467.087227,76.22454771,166.2990648,255.3142808,337.1609961,412.5070598
3196,85,0.405,1076,311,0.0101026,50101.76471,3233.493603,3387.52918,3171.537565,2836.762146,2634.446312,84.37232051,184.9267845,283.9237994,374.0312004,455.454124
3197,94,0.018,675,209,0.0286135,60030.58824,3976.101325,3741.585702,3076.51635,2407.301087,2160.347727,108.7080454,226.0827449,328.8976503,410.6322669,477.5583346
3198,219,0.068,576,436,0.0340528,142378.8235,4723.002577,4173.231491,3295.115739,2538.277399,2352.338552,136.9240885,271.7504888,384.0345314,470.6702074,542.0401704
3199,188,0.361,1160,363,0.0146533,115440,4182.048965,4185.457112,3773.824599,3266.184583,2981.570223,113.4991065,240.4480907,360.4761266,465.9174916,558.677458
3200,182,0.378,856,555,0.0197053,110108.2353,4503.172061,4382.400774,3835.473419,3194.001671,2789.597204,124.364001,259.1274983,383.0464868,488.3104595,577.0572598
3201,224,0.249,333,337,0.030705,145664.1366,2761.622609,2467.79695,2005.879416,1572.075077,1362.589006,81.43070089,160.5374803,227.8175992,281.1713773,324.3852865
3202,154,0.404,533,447,0.0227717,97371.76471,3338.458334,3173.50672,2715.509444,2233.983831,1998.447208,93.48742833,192.236415,280.9673749,354.9316983,417.4662948
3203,124,0.343,868,584,0.0169924,75809.41176,4523.696267,4512.935905,4011.768088,3403.023611,3069.533266,121.5924264,258.8464661,387.4645061,498.4767848,594.3984641
3204,87,0.122,1023,510,0.0157261,52771.17647,5210.365487,5356.301836,4852.377796,4105.040515,3520.737142,135.6492375,296.2819573,450.5287438,584.9904926,698.4615137
3205,232,0.343,506,496,0.0269303,147585.8824,3782.341915,3476.406801,2889.94205,2314.252458,2040.642819,108.7258786,218.6725645,314.5049903,392.1768391,456.3809373
3206,148,0.482,1038,497,0.0152553,88955.29412,4070.805414,4090.915872,3704.514841,3219.359138,2943.205577,109.9959967,233.8227907,351.3858341,455.1061344,546.6374038
3207,180,0.184,321,502,0.032276,117836.8121,3655.482281,3255.37391,2596.797681,2030.383035,1906.759416,105.807282,210.5545813,298.545038,367.284058,424.7959304
3208,230,0.011,1601,240,0.031129,148569.4118,8594.27058,7929.701694,6358.278059,4862.071456,4423.153666,237.7636626,489.1179733,704.4772168,871.3668273,1006.774392
3209,134,0.302,1496,496,0.0122148,79785.88235,5428.332475,5599.584858,5143.930945,4478.123172,4018.913975,142.6119623,310.1189286,472.3179909,616.6532468,743.071367
3210,98,0.265,703,590,0.0176962,59735.29412,4340.435073,4333.232393,3833.01503,3225.579245,2896.721301,115.4920128,247.3118068,370.5558095,476.2205244,566.8763427
3211,221,0.427,706,231,0.0169236,135296.4706,2550.86034,2502.708,2227.333707,1909.165281,1732.630543,70.93205698,147.5341717,218.8223174,280.7462528,334.7885711
3212,153,0.036,671,214,0.0327949,99350.58824,4140.135328,3707.688724,2938.081245,2283.697469,2196.92197,117.7984945,236.9242382,336.8882092,414.3613499,479.58614
3213,236,0.325,697,238,0.0191402,145778.8235,2897.680091,2791.593788,2434.221435,2037.796688,1814.553202,81.29453456,167.52715,246.2773014,313.1899121,370.2769152
3214,76,0.5,459,205,0.0157782,45357.64706,1743.199032,1740.429796,1565.54834,1358.721346,1260.115493,47.3934802,100.2534015,150.0981457,193.8668465,232.7036379
3215,80,0.218,1077,477,0.0124807,47829.41176,4570.008443,4770.401093,4412.36457,3820.70397,3320.224388,118.3274667,260.2356891,398.9672406,522.6413225,629.1212889
3216,114,0.008,374,479,0.033463,73863.52941,4095.684934,3712.008363,2953.132194,2274.816466,2132.82122,114.7321286,233.3552271,333.7006344,411.3487632,475.5528273
3217,191,0.15,1089,534,0.0224119,120520,6177.263371,5925.69527,5035.93085,4092.90703,3681.560727,169.2891755,353.160217,518.4489285,654.783474,769.3401253
3218,240,0.44,1280,370,0.0140557,146555.2941,4137.118379,4158.557555,3783.930981,3319.371121,3071.01044,112.6224982,238.4304671,358.175294,464.5669931,559.499553
3219,224,0.318,1142,164,0.0125571,136517.6471,3416.66486,3442.368673,3129.703573,2734.454623,2512.406892,92.63132725,196.6824839,295.7897585,383.6388596,461.5890478
3220,188,0.403,911,285,0.0152625,115760,3206.449008,3188.078497,2868.777037,2486.706012,2280.026804,87.82387845,184.7918201,276.0992788,356.2907467,427.0555576
3221,79,0.098,971,279,0.0167335,48204.11765,4384.978008,4453.136924,3985.237887,3352.24092,2925.10605,114.9390405,249.3146093,376.7666763,486.7779032,579.9597525
3222,207,0.265,434,546,0.0291896,133000,4017.736598,3649.760677,2981.611535,2341.101514,2056.042952,115.6374578,231.8101154,331.6213662,410.9831987,475.6419717
3223,165,0.433,430,542,0.026294,104924.7059,3601.537899,3351.963222,2806.163102,2246.557964,1955.568231,102.1571833,207.5532893,300.3127222,375.7850252,437.792354
3224,81,0.277,809,354,0.0139839,48654.11765,3432.96895,3506.110159,3177.483243,2728.742765,2441.543289,90.47435117,195.9170263,296.8232795,385.3648853,462.1632553
3225,93,0.299,852,396,0.0144703,55874.11765,3675.379507,3736.667851,3381.711651,2910.330718,2622.344864,97.64488237,210.2409789,317.682508,411.9794305,494.1363017
3226,226,0.366,755,382,0.0204632,141218.8235,3617.130154,3467.402422,3003.60099,2502.902336,2242.482936,101.4259578,208.8256013,306.3293662,388.6726886,458.906299
3227,143,0.269,1118,393,0.0153687,86889.41176,4583.522459,4587.806581,4090.630667,3501.319347,3229.197252,122.9219201,262.2571616,393.1757146,506.7736476,606.4267677
3228,62,0.312,605,533,0.0143084,37331.76471,3455.138192,3571.59848,3263.119198,2801.29493,2457.72026,90.01204729,196.8149395,300.0585603,391.0686415,469.3187522
3229,129,0.441,721,461,0.0180951,80402.35294,3537.991345,3484.682058,3078.044535,2605.093859,2352.845109,96.50974697,203.0919375,302.0573881,387.1114781,460.570039
3230,175,0.496,1091,445,0.0151142,104058.8235,3934.552006,3947.578756,3574.170073,3120.614137,2893.199126,106.7691123,226.3500225,339.7594833,439.9987543,529.2577407
3231,231,0.141,600,185,0.0275009,146397.6471,3177.21737,2892.264351,2373.622632,1874.910032,1649.744371,91.59405232,183.5375222,262.7930264,326.1541712,378.0230976
3232,212,0.109,314,280,0.0355515,139573.055,2749.254504,2381.9993,1871.764487,1441.866521,1315.621863,82.0602443,159.665646,223.5504062,272.7748837,313.0989306
3233,95,0.138,594,458,0.0217618,59200,4040.599617,3941.605033,3385.592288,2751.652859,2418.878223,108.878508,230.2279875,340.8046284,432.5842581,508.9154481
3234,228,0.084,1392,469,0.0253176,144289.4118,7652.196419,7254.528421,6079.876652,4788.353151,4040.06996,211.1248833,437.4933553,638.6267508,801.117237,931.3603427
3235,102,0.11,842,161,0.0204437,63016.47059,3729.551618,3641.072137,3145.690851,2568.294657,2233.770455,101.0962875,213.079007,315.4915978,401.0003091,472.0179973
3236,96,0.102,758,289,0.0213566,59738.82353,4019.944358,3922.771774,3375.001129,2745.131204,2401.660779,108.1933731,228.9212337,339.0536989,430.6003086,506.625566
3237,133,0.442,412,347,0.0233535,84287.05882,2558.770367,2420.591746,2068.83401,1697.61592,1501.056239,72.24518791,147.7122158,215.3449015,271.6476528,318.9484407
3238,177,0.05,1012,536,0.0277518,112875.2941,6765.181695,6357.086696,5250.347234,4117.683306,3631.814909,186.2160259,385.6375629,560.6547831,700.3991524,814.1837369
3239,80,0.425,745,384,0.0137449,47758.82353,3023.966868,3098.55816,2831.649697,2465.793649,2243.542182,80.17081594,173.1656309,262.6693079,342.0751368,412.0529725
3240,223,0.426,879,496,0.0197377,138844.7059,4202.457979,4068.968661,3558.850019,2976.614437,2626.774299,117.0494137,242.4430271,357.4212401,455.2528589,538.3420609
3241,69,0.217,819,256,0.0132455,41463.52941,3210.661779,3295.01715,2997.069018,2591.10218,2351.401438,83.96530765,182.8491063,277.8433016,361.5930603,434.9720934
3242,222,0.126,1013,324,0.0250879,140927.0588,5316.333604,4977.250724,4151.342785,3301.48389,2890.548137,148.9855116,305.1849318,442.7523044,554.0259894,645.2305693
3243,172,0.227,633,486,0.0243991,108734.1176,4252.752518,4006.313328,3384.037486,2701.087218,2272.624751,119.2699773,244.4895095,355.8904105,446.9250144,520.5005217
3244,137,0.491,607,259,0.0171069,84898.82353,2330.170129,2296.122345,2052.806899,1767.478027,1607.389967,64.31963373,134.4462578,199.9942978,257.1945375,307.2953876
3245,65,0.302,1135,364,0.00925724,38190.58824,3703.343397,3945.55882,3723.631185,3328.066093,3049.369145,94.31016592,210.5671888,326.4022646,432.2486854,527.2549117
3246,166,0.024,1602,236,0.0253313,105350.5882,7858.252282,7590.746331,6379.86592,5053.547657,4439.728147,211.3943725,446.5227086,657.4054078,828.1602853,967.7432546
3247,177,0.14,659,169,0.0250228,112376.4706,3240.517653,3012.492637,2506.729429,2006.347281,1794.465446,91.65873665,186.5021355,269.6309129,336.9597118,392.8967528
3248,216,0.283,845,208,0.017285,133369.4118,3207.849522,3131.057326,2769.628802,2327.973669,2010.501648,89.07874764,185.1294533,274.0958239,350.5049154,415.0160752
3249,206,0.382,994,521,0.0184657,127491.7647,4617.094658,4520.037259,3989.463779,3340.030954,2886.395521,127.4091403,265.9432302,394.276215,504.1224635,596.6360462
3250,69,0.336,897,497,0.0116971,41020,3758.461406,3948.357706,3670.846268,3212.351678,2859.298522,97.16071431,214.2895511,329.3880993,432.7304955,523.1836142
3251,230,0.2,424,206,0.0274736,147020.8729,2475.842415,2247.623718,1842.103265,1462.951442,1313.838634,71.96206989,143.5119043,205.0464754,254.3017865,295.1239522
3252,112,0.38,914,592,0.0154608,67467.64706,4420.353098,4481.922438,4044.598457,3465.471495,3101.631894,117.7042825,252.9320118,381.6306956,494.1898893,591.7118587
3253,124,0.467,1477,244,0.00804582,72392.94118,3378.387473,3587.375244,3418.299262,3124.66986,2959.997371,87.8242306,193.5727187,299.2861077,397.4251403,488.0558686
3254,95,0.386,457,336,0.0199873,57720,2568.622701,2499.824173,2182.704487,1813.865834,1589.910409,70.65238575,147.5456445,218.1586246,277.9907242,328.4394071
3255,88,0.085,1518,421,0.0135132,52430.58824,6315.392213,6634.715231,6127.617229,5286.75193,4604.773057,161.5161294,358.4496108,551.334833,722.7689715,870.128813
3256,72,0.221,1437,583,0.00933332,42163.52941,5312.911392,5713.970464,5419.663247,4859.000517,4460.993049,133.3080813,300.9859883,469.1926462,623.502228,762.3592299
3257,90,0.421,875,337,0.0125161,53284.11765,3063.359194,3152.935683,2905.853723,2554.619547,2331.739387,81.23953399,175.6162361,267.0490905,348.9259373,421.6098036
3258,105,0.085,952,226,0.0210525,65364.70588,4510.515368,4427.123385,3835.497349,3114.350543,2642.396252,121.4120731,257.2206311,381.9571356,486.0552643,571.3100932
3259,176,0.119,1275,578,0.0213851,109336.4706,7046.698157,6873.496088,5925.773514,4816.348217,4158.037976,190.6200115,402.1252486,595.2845717,756.0546322,888.7766153
3260,194,0.38,787,297,0.0174824,120237.6471,3145.50673,3077.509679,2732.301107,2311.91392,2018.38102,87.2999095,181.5907255,269.178375,344.7770058,409.161753
3261,89,0.225,1333,192,0.0103172,52741.17647,4088.158493,4274.014752,3978.59766,3495.555776,3118.53766,106.1832545,233.1860973,357.8114062,470.025709,568.6049905
3262,225,0.244,715,306,0.0224666,141988.2353,3615.363184,3407.662096,2889.843428,2357.439041,2105.980793,101.9671821,208.45727,303.3257319,381.7020184,447.5815357
3263,61,0.402,1320,504,0.00780237,35481.76471,3940.927669,4288.829545,4133.991311,3779.433831,3528.177963,98.91788762,223.9998722,351.2202592,470.0421583,579.0193051
3264,135,0.138,1554,579,0.0157829,82038.82353,7157.874846,7296.549476,6574.450307,5559.665206,4820.282037,188.0078639,407.6862731,617.1930945,799.2264321,953.5270261
3265,181,0.198,813,185,0.0199173,113510.5882,3432.758213,3296.061255,2844.574775,2348.916768,2079.705223,95.49228394,197.5498223,290.1080641,367.7825936,433.3075349
3266,234,0.444,857,437,0.0193987,145345.8824,3830.147215,3711.744578,3266.560786,2740.193371,2378.239862,107.2103011,221.4626279,326.6471643,416.6444389,492.7029058
3267,104,0.317,688,341,0.0168388,63280,3169.164522,3146.937536,2796.751955,2362.640861,2088.637333,85.81580958,181.6822783,271.3524758,348.6481404,414.712003
3268,144,0.27,1164,277,0.013874,86635.29412,4152.954312,4187.71029,3772.812767,3254.364978,2978.470155,111.2427006,237.9094325,358.008783,463.2426959,555.6962115
3269,240,0.444,1433,498,0.0145991,141807.0588,4988.557088,5005.801848,4537.754829,3964.091457,3664.487158,135.5723085,287.1755162,431.0675016,558.3846425,671.6535797
3270,62,0.44,1449,499,0.00723855,35896.47059,3941.689487,4316.463524,4181.995728,3859.274224,3669.287137,98.64008036,224.1867153,352.5354735,473.223922,585.4192713
3271,74,0.26,1477,150,0.00745542,43118.82353,3790.952771,4069.912746,3873.78981,3490.50371,3207.974192,96.49813731,215.958727,335.9420729,446.514484,546.3798613
3272,159,0.42,791,467,0.0186123,99002.35294,3795.792473,3729.789626,3299.482928,2760.402699,2368.079253,104.6111029,218.7250069,324.7554419,415.6062472,491.8471715
3273,236,0.092,389,319,0.0358214,155616.6983,3314.791881,2869.685817,2241.110533,1727.870072,1628.76848,98.58040217,192.1797458,268.926859,327.7997259,376.740452
3274,133,0.238,635,270,0.0202252,83294.11765,3110.713792,2992.483092,2579.43805,2142.20827,1951.423352,85.91590926,178.5391854,262.5167513,333.063621,393.5136961
3275,129,0.1,671,465,0.0254982,82223.52941,4689.863281,4459.788572,3740.859149,2947.02871,2492.250952,129.0274271,268.0117838,391.7261943,491.7143227,571.9384439
3276,133,0.307,936,285,0.0147246,79811.76471,3511.791014,3521.06107,3162.944542,2715.991382,2458.751539,94.76420846,201.5236436,302.3540068,390.4119497,467.2106228
3277,160,0.219,1448,400,0.015026,97352.94118,5735.157547,5766.253903,5140.422064,4397.320692,4076.608453,152.7857704,327.623836,492.1917226,634.8764645,760.2548555
3278,179,0.051,333,151,0.0379679,119136.6224,2345.40686,2002.208306,1541.654644,1176.822586,1120.788845,70.30418461,136.0781458,189.2631319,229.5346405,262.9604703
3279,79,0.273,310,315,0.0235399,50103.52941,2338.354154,2223.731801,1883.599489,1528.83998,1370.336035,64.71002971,133.9686974,195.8788382,246.8383947,289.5717926
3280,220,0.424,1390,345,0.0126274,128287.0588,4212.718484,4280.848662,3925.636323,3459.602021,3195.26631,113.5336172,242.3861314,366.1511118,476.8160912,575.744219
3281,223,0.015,718,531,0.0362254,146745.7306,6119.696675,5408.651109,4236.061589,3187.081986,2846.866171,176.309046,351.119565,496.212673,606.5193596,694.5252302
3282,98,0.005,420,519,0.0301218,62877.64706,4342.113626,4064.576359,3305.656376,2583.095943,2414.63733,118.5475859,246.4985703,357.6083403,445.2015484,518.1351152
3283,105,0.125,404,304,0.027407,67192.94118,2972.01607,2759.020449,2271.82754,1796.392645,1618.67107,83.19066897,170.1991541,245.989923,306.6263866,356.7506149
3284,83,0.158,1461,474,0.0112828,48963.52941,5655.105897,6000.255199,5610.175925,4900.119529,4285.337462,144.1794641,321.3670163,496.8424903,654.7778006,791.8024052
3285,122,0.168,407,366,0.0271497,78011.76471,3175.088531,2942.750933,2434.108557,1935.498739,1733.258815,89.36053648,182.1768121,263.1625447,328.3236511,382.256168
3286,217,0.154,892,397,0.0248783,137600,5043.374977,4725.66744,3963.113613,3162.816451,2731.878906,141.6766768,289.8333075,420.7682603,527.2426909,614.2308434
3287,105,0.321,358,427,0.0245042,66955.29412,2945.415753,2785.570173,2356.35682,1896.652501,1645.334027,82.15005371,169.086858,246.5905863,310.1633575,362.4735947
