number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
837,79,0.245,1366,292,0.00952335,46515.88235,4268.450161,4526.999413,4258.776292,3776.978166,3394.802404,109.6039203,243.2440916,375.9561614,496.6349191,603.5710751
838,134,0.276,1353,299,0.012214,79412.94118,4527.139614,4639.43536,4242.834937,3689.120439,3330.073958,119.9513085,259.1619012,393.2284684,512.1608566,616.5223748
839,167,0.061,1512,408,0.0225195,104567.0588,7674.349555,7496.399777,6430.054343,5193.536478,4505.069408,206.0692648,436.749273,646.9692949,820.8508094,964.0619917
840,215,0.471,381,262,0.0246435,132510.5882,2107.260327,1969.041535,1677.388887,1361.158492,1149.206463,61.02049872,122.7096814,177.6286523,223.1072372,260.3409455
841,205,0.482,972,553,0.0185317,127847.0588,4407.390364,4324.660783,3831.735831,3232.25943,2829.875502,121.8240179,254.2098285,377.2017112,483.0484639,573.1082018
842,131,0.244,1492,160,0.0107253,77280,4412.991937,4553.335537,4197.525161,3687.83878,3366.554365,116.1474162,252.3105607,384.3860086,502.6233103,607.5403551
843,143,0.071,1219,507,0.0219968,88128.23529,6828.523872,6697.691235,5755.23399,4644.879431,4010.354853,182.5520863,388.2790335,576.2973143,731.9140997,859.7483799
844,121,0.496,337,479,0.0260386,76767.05882,2991.05513,2800.998518,2356.509616,1888.971655,1629.767863,84.3370548,172.1431693,249.852643,313.3032557,365.274284
845,63,0.455,1364,459,0.00754808,36612.35294,3712.876388,4038.516207,3884.333355,3578.405608,3448.810744,93.43546424,211.3160071,330.94821,442.8585594,547.4158753
846,218,0.336,742,420,0.0214453,137195.2941,3872.19888,3690.818195,3172.7992,2628.821304,2369.56391,108.6527084,223.3279096,326.735417,413.4362725,487.3119002
847,122,0.181,1574,352,0.0132064,73344.11765,5857.006547,6010.088031,5466.495737,4725.727906,4287.282777,153.1550319,333.5275078,506.7935759,659.5454965,793.3604771
848,177,0.441,1065,481,0.0159917,109120,4252.950482,4240.172404,3804.251497,3275.652786,2984.841297,115.7143906,244.5821722,365.8933065,471.910484,564.8103459
849,221,0.295,1230,191,0.0132902,135327.0588,3884.968303,3899.844957,3520.43935,3050.610586,2794.217765,105.2786551,223.4163836,335.3265299,433.738513,520.4975245
850,62,0.49,821,200,0.00900374,36425.88235,2093.528749,2213.693741,2097.88208,1913.206805,1826.780951,54.44845561,119.8556259,184.9103136,245.0399146,300.6852162
851,140,0.459,901,249,0.0129015,81807.05882,2751.469409,2794.92833,2560.911741,2268.158485,2135.407401,74.13407898,158.2971574,239.0550237,311.3644953,376.7445546
852,153,0.469,387,180,0.0201511,93985.88235,1649.230281,1586.612355,1388.144466,1172.176619,1057.058818,46.68636978,95.71157172,140.5246114,178.8252401,211.863709
853,104,0.324,1556,360,0.00929838,61237.05882,4608.512827,4867.048915,4571.493672,4074.180531,3727.442921,118.9871799,262.9462511,405.4692014,535.2182924,651.4257886
854,183,0.094,1222,589,0.0234355,115585.8824,7257.224434,6977.202999,5900.383875,4773.782619,4344.414786,196.9197219,413.361897,607.5839249,766.8871082,900.9832163
855,201,0.446,769,175,0.0136415,121461.1765,2274.09419,2286.05522,2083.08674,1835.913526,1715.260352,62.15403098,131.3070019,197.1680491,255.8501589,308.5880611
856,84,0.294,560,167,0.0152232,51809.41176,2136.092889,2127.724109,1903.462096,1630.960576,1477.873277,57.86531561,122.5718708,183.3698298,236.2972015,282.4216066
857,129,0.368,1084,474,0.0142145,76862.35294,4327.193233,4390.075355,3980.969393,3445.67328,3129.984949,115.5613741,247.9326206,374.2460147,485.5288828,583.1824895
858,128,0.385,498,526,0.0227435,80767.05882,3606.973489,3450.097131,2954.635298,2421.21358,2150.457564,99.99973826,207.0780432,303.6197114,383.9765623,451.5191831
859,154,0.18,1385,583,0.0168809,93655.88235,6620.035612,6624.878368,5890.115967,4948.302414,4331.99171,176.2605334,377.4489485,566.3571839,728.7853951,866.5103574
860,70,0.491,1407,395,0.00752333,40654.11765,3506.831697,3809.18488,3671.76064,3377.959639,3211.182541,88.90486433,200.0988074,313.0581829,418.8406782,517.0060004
861,209,0.404,671,438,0.0218993,131510.5882,3618.045648,3445.163156,2966.875472,2458.557663,2195.584794,101.9113377,208.9672016,305.5670751,386.6794286,455.5339842
862,92,0.221,1156,212,0.0119065,54872.35294,3882.464647,4003.14891,3667.337798,3194.660198,2904.744998,101.5399013,221.3648792,337.1638822,440.0364822,530.6711179
863,112,0.369,1480,158,0.00716508,66430.58824,3410.582311,3634.803206,3460.985945,3144.675871,2941.418324,88.14283615,195.138146,302.2506469,401.3723745,492.0617244
864,195,0.371,1359,409,0.0137146,115894.1176,4700.336043,4744.301373,4305.191163,3756.923361,3473.415916,126.596362,269.9410095,406.4236889,527.1609033,634.4866941
865,90,0.364,460,198,0.0172753,56091.76471,1948.490512,1920.185805,1705.805724,1443.52033,1271.499685,53.56251818,112.230564,166.9129127,214.0998543,254.42678
866,153,0.494,1056,531,0.015565,92072.94118,4224.454366,4237.996704,3845.780737,3340.68628,3015.59315,114.491048,242.8083096,364.7132673,472.426369,566.9544575
867,181,0.248,611,371,0.0236745,114418.8235,3599.379816,3388.382478,2863.301307,2294.469754,1952.221271,101.4789382,207.418499,301.6410486,378.7790737,441.5750647
868,72,0.11,301,246,0.0272073,45945.88235,2311.914662,2161.522021,1784.623059,1407.227291,1255.344229,64.23207643,132.1824044,191.6583345,239.2548199,278.3470991
869,143,0.489,1045,153,0.00897004,84976.47059,2343.09386,2459.371406,2326.12153,2121.91873,2025.337502,61.83283439,134.7168501,206.8998446,273.5746126,335.291184
870,170,0.486,1050,380,0.0145122,100425.8824,3582.521223,3606.056567,3278.34305,2874.024542,2667.744915,97.2276184,206.2777123,310.0785238,402.2122453,484.5003852
871,121,0.111,1196,586,0.0180545,74147.64706,6420.810147,6471.339482,5737.919576,4771.24703,4122.01845,169.2312362,365.2617245,549.6721127,707.2043726,839.1213741
872,107,0.077,621,318,0.0260141,67809.41176,3939.135664,3734.38627,3120.063489,2447.316938,2067.296232,108.2327754,224.7984749,328.2002177,411.4180465,477.9664924
873,61,0.136,391,224,0.0218617,37889.41176,2347.87589,2279.652131,1954.55616,1586.610456,1389.8375,63.69485209,134.017481,197.9052578,250.8623533,294.8136127
874,130,0.376,486,191,0.0181818,80421.17647,2001.921793,1950.866752,1724.461619,1449.355039,1252.195656,55.76286094,115.6513751,171.0613651,218.6320578,258.8021394
875,146,0.376,353,567,0.0275604,93383.52941,3622.688955,3352.773963,2778.227097,2215.268851,1980.119719,102.4574927,208.2462918,300.5776118,375.0558038,436.771834
876,86,0.236,1084,442,0.0126907,51474.11765,4451.059578,4616.763318,4252.716936,3683.534033,3233.828209,116.0042941,253.7517799,387.712592,506.8634308,609.9194047
877,65,0.281,1398,486,0.0082819,37888.23529,4524.36124,4905.701628,4683.975865,4240.65363,3957.204602,113.3485007,256.7839462,401.6599368,535.6065334,657.6978868
878,124,0.076,1023,369,0.0223393,77508.23529,5506.248367,5374.683625,4611.047244,3713.688314,3180.955926,148.2070503,313.6241457,464.3673514,588.9497548,690.8349157
879,80,0.145,1479,582,0.0109616,47097.64706,6017.544935,6417.482937,6057.445966,5336.832581,4655.04134,152.4716321,341.3962359,529.9208587,701.2372297,850.519035
880,209,0.169,1380,172,0.0178148,126002.3529,5220.496744,5109.373064,4476.098696,3713.848923,3215.799024,142.6736634,299.4185563,444.0145403,566.694724,669.4874744
881,127,0.375,1163,493,0.0134735,75668.82353,4487.701546,4577.708791,4173.072116,3632.772632,3315.791448,119.2776485,256.9441397,388.9937367,505.9718385,609.1932775
882,136,0.027,619,295,0.0325427,88007.05882,4288.672768,3886.982661,3107.446665,2388.31703,2167.846011,120.94228,245.0695415,350.3827808,432.120405,498.6683888
883,111,0.42,1327,540,0.0113913,65895.29412,4609.769453,4797.3679,4456.416833,3944.147648,3617.791743,120.5332554,263.4082288,403.0898343,529.0800576,641.5978261
884,176,0.189,313,555,0.0322041,113920,3856.210832,3453.358689,2774.858724,2153.651702,1922.67839,111.4979658,222.2468042,315.943009,389.3112571,449.0644482
885,206,0.231,1267,509,0.0184881,125120,5924.526656,5806.519366,5082.450585,4203.86055,3622.289501,161.6544142,339.6996836,503.9849613,643.1015062,759.1867843
886,212,0.223,1216,581,0.0197513,129414.1176,6210.657034,6046.408464,5262.062732,4337.519913,3752.680081,170.0474315,356.053532,526.6309677,670.3753251,790.2791925
887,83,0.433,556,166,0.013296,48938.82353,1799.698873,1821.915671,1662.329164,1463.138876,1366.544331,48.52163376,103.4781096,156.018541,202.8218216,244.832831
888,129,0.315,1316,234,0.0106484,75478.82353,3897.814617,4031.891388,3727.341374,3288.361813,3019.149943,102.8637287,223.2861323,340.3909441,445.5823192,539.3903298
889,225,0.469,1648,382,0.011377,130882.3529,4539.23515,4671.509392,4339.625769,3873.22544,3601.949563,121.4381223,261.1717365,397.0871071,520.2041156,631.431878
890,101,0.152,1073,485,0.0160779,61455.29412,5245.951373,5334.849539,4782.378531,4029.188426,3515.929298,137.7231106,298.5893598,451.4003911,583.5248806,695.5510064
891,231,0.205,597,571,0.0282137,148517.6471,4783.123214,4374.827421,3593.0399,2849.960331,2557.788394,136.6346724,275.4529109,395.3894005,491.4223845,570.8960968
892,169,0.201,1150,359,0.0180772,102752.9412,5061.908134,4974.026994,4358.13237,3608.940742,3121.168589,137.6579746,290.0104308,430.8194594,550.1654031,649.9700988
893,94,0.162,336,278,0.0266913,59990.58824,2511.921696,2335.389789,1927.527167,1534.398938,1402.070213,70.32893994,143.9245204,208.1390201,259.7234943,302.8109514
894,110,0.244,1386,370,0.011965,65661.17647,4931.677818,5104.616779,4695.049744,4084.139719,3653.049714,128.8697371,281.3468748,429.3216839,561.0364296,676.1682673
895,110,0.401,1212,325,0.0106026,65621.17647,3633.75811,3780.243702,3519.504712,3122.73277,2861.119501,95.47763973,208.0447179,318.220016,417.8546711,506.935569
896,146,0.316,362,458,0.0273164,93411.76471,3227.551952,2976.113156,2454.270114,1959.520906,1789.36361,91.53431206,185.6371719,267.3970589,333.1643171,388.2142324
897,197,0.468,1114,218,0.0113704,118242.3529,2928.679021,3008.030297,2788.753291,2496.951993,2358.730391,78.68033571,168.7601762,256.1758707,335.3601306,407.5287871
898,145,0.03,1451,444,0.0230203,90560,7781.486768,7666.546355,6591.095719,5284.636567,4476.670609,206.8747148,441.9083644,657.2623939,835.0640224,979.3255201
899,204,0.48,447,378,0.025259,128214.1176,2799.191219,2610.5213,2211.584118,1791.986288,1541.334421,80.5884081,162.4967723,235.1170135,294.9852129,344.3256504
900,62,0.196,1137,268,0.0101691,36491.17647,3848.805764,4079.661536,3816.377907,3369.296997,3048.760924,98.08530885,218.6355945,337.923607,445.7802962,541.3468753
901,153,0.215,885,584,0.0205042,94270.58824,5254.289173,5123.680756,4438.719898,3639.083272,3164.447552,143.0549007,300.6599266,444.9322217,565.8363628,666.527227
902,147,0.263,896,244,0.0161888,91362.35294,3489.857964,3453.32757,3062.799838,2590.519132,2308.729817,94.99776637,200.3708482,298.6574471,383.3213086,455.9935089
903,187,0.154,340,415,0.0327649,122789.3738,3373.022076,2987.50006,2379.63691,1858.618594,1733.631078,98.33215181,194.6823192,275.3587441,338.3289821,390.8361678
904,178,0.038,670,474,0.0327366,115343.5294,5362.113415,4837.875685,3850.074751,2971.302693,2774.151594,151.7313809,306.6058655,437.3682899,538.7006393,622.4626611
905,90,0.096,600,368,0.022999,56597.64706,3861.896951,3743.811029,3178.676129,2564.206493,2298.116367,104.0537714,219.7541564,324.2119434,409.9813767,481.5481281
906,170,0.133,1079,405,0.0219938,107047.0588,5627.999099,5424.076347,4634.397348,3764.502591,3319.932566,153.969799,321.8472469,473.5568174,599.1089302,703.6802202
907,95,0.402,462,568,0.0208142,58705.88235,3540.10819,3466.029475,3017.08946,2480.091527,2141.839056,96.21689274,202.6046152,300.4300482,382.7494036,451.2229944
908,95,0.025,313,452,0.0317627,61428.23529,3576.737413,3292.638945,2650.054222,2015.670698,1756.175829,99.47914834,203.8743687,293.4526225,362.9596341,418.1417511
909,132,0.02,772,500,0.0287279,84268.23529,5728.036384,5401.514516,4439.444558,3463.288642,3094.508899,156.3693052,325.6782666,474.1046953,591.9040805,687.9757756
910,186,0.209,1147,354,0.0184369,112654.1176,5039.003622,4921.659634,4296.97661,3573.968926,3161.650959,137.7237858,288.9133502,427.9499735,545.7487003,645.4950064
911,233,0.483,1522,376,0.0121079,134976.4706,4298.205654,4394.316455,4062.945254,3622.112012,3389.836687,115.5393603,247.3934219,374.9235276,490.0755168,594.3358276
912,160,0.076,1158,599,0.0233032,100680,7104.297064,6887.08505,5847.233904,4705.965497,4184.501703,191.2351495,404.0640064,596.2338612,753.883868,884.7898371
913,90,0.366,779,190,0.0117675,53472.94118,2430.791261,2490.931169,2293.883524,2021.589432,1855.989997,64.67844695,139.3746787,211.5624416,276.2552256,333.924754
914,60,0.171,737,177,0.0139834,36191.17647,2860.895001,2919.238883,2646.645094,2271.733515,2023.124029,75.08159387,162.8967212,246.9265501,320.6722488,384.4935819
915,104,0.444,402,529,0.0229772,64242.35294,3292.696184,3160.386124,2710.482894,2221.56563,1972.213468,90.7996333,188.7380748,277.246869,350.976908,412.9364578
916,115,0.219,770,296,0.0180844,71167.05882,3551.405605,3496.358482,3078.856825,2553.988499,2176.841371,96.6579976,203.5994551,302.8149612,387.257198,457.5314833
917,232,0.252,470,200,0.0241665,143614.1176,2407.004779,2234.453304,1883.509095,1524.45488,1327.573387,69.25861302,139.5393195,201.5418839,252.4687651,294.6309039
918,202,0.39,1067,443,0.0166199,125320,4323.557436,4275.606614,3809.03087,3256.343321,2950.057086,118.4065165,248.856181,370.7566641,476.5369151,568.6012764
919,206,0.047,907,501,0.0310298,132470.5882,6405.034425,5864.652539,4740.521577,3623.892116,3106.014737,180.3345058,366.5782461,526.3761673,651.0845557,749.7972149
920,61,0.128,1202,400,0.0108866,35830.58824,4705.447817,5022.581796,4737.178302,4177.781135,3672.934094,118.7757663,266.613234,414.1052994,548.1039954,665.3176688
921,87,0.477,1402,548,0.00939391,51192.94118,4291.663096,4574.555324,4342.565508,3924.53617,3649.309834,110.2570661,244.9486006,379.5815651,503.6421359,616.4817653
922,204,0.184,1475,567,0.0186723,126275.2941,7061.822445,6947.855416,6062.034391,5006.02176,4381.479914,190.9483999,403.7752808,600.1011849,765.7954281,904.7771983
923,173,0.303,1252,261,0.0131263,102705.8824,4141.957652,4174.098236,3772.931452,3291.342,3082.21458,111.2056382,237.4708508,357.3184587,463.0425112,557.5235989
924,116,0.479,1640,158,0.00567134,67663.52941,3056.311709,3320.555788,3222.716249,3018.74961,2964.612391,77.87633144,174.7544986,273.4888425,367.0562024,456.1121131
925,98,0.489,463,247,0.0181721,61103.52941,2011.606905,1976.44744,1756.535532,1493.632617,1329.500133,55.59873624,116.0586343,172.3380582,221.0208562,262.9437195
926,145,0.063,766,268,0.0283534,93115.29412,4506.665552,4173.928671,3409.010828,2684.450947,2472.787951,125.6279136,257.5079531,371.7418243,462.4521824,537.9378501
927,141,0.309,571,292,0.0203588,88296.47059,2851.746046,2740.470816,2376.594586,1978.931917,1766.29737,79.48210458,164.2703782,241.3843436,306.5281891,361.9705399
928,230,0.102,623,389,0.0315228,148308.2353,4483.830025,4013.455714,3229.148032,2515.752262,2258.113688,129.8558988,258.5810749,367.5239079,453.039076,523.0266157
929,74,0.268,455,410,0.0192259,46272.94118,2989.279805,2955.895802,2596.464442,2140.835284,1818.857888,80.58428644,170.8643509,254.677561,325.6902394,384.4641957
930,126,0.034,358,214,0.0363506,83121.44213,2766.215533,2418.776174,1900.667153,1449.165069,1301.54652,80.97261888,159.4707644,224.3924927,274.176863,314.3812323
931,102,0.451,1498,341,0.00840884,59790.58824,3810.037947,4050.908034,3837.849998,3494.407505,3344.124221,98.27514982,217.7285894,336.7903506,446.6957448,548.386393
932,167,0.356,810,258,0.0159886,103456.4706,3031.426112,2999.096102,2673.728474,2284.945407,2062.36908,83.14107483,174.6185298,260.1564648,334.408084,398.9152569
933,180,0.323,1086,397,0.0161059,111503.5294,4380.617073,4348.371075,3878.948922,3294.602832,2917.585026,119.3468434,251.7774213,375.8773463,483.3651172,575.6267991
934,219,0.131,586,338,0.0298171,140242.3529,3935.007799,3554.542591,2885.036517,2242.831525,1944.26956,113.5860007,227.0472862,323.9681475,400.422488,461.9744693
935,119,0.182,1149,168,0.0147888,72272.94118,4130.563384,4157.917421,3722.613865,3164.898318,2825.016383,110.3960389,236.3052019,355.2445082,458.4379139,547.3167434
936,153,0.413,699,409,0.0191559,91729.41176,3388.187923,3306.690415,2913.736335,2434.373805,2093.650949,93.79557886,195.2787055,289.082438,369.2388011,436.531263
937,87,0.053,1037,334,0.0190163,53461.17647,5180.178425,5232.906831,4626.071974,3823.360125,3288.457556,135.6906971,294.115492,443.0694744,569.7210405,675.1491747
938,128,0.243,823,382,0.0182243,79531.76471,3996.226204,3929.76015,3450.543268,2869.489658,2497.513419,108.6293961,228.9397111,340.2874968,434.9539399,514.54765
939,233,0.367,1117,218,0.0130913,141872.9412,3407.600565,3423.776053,3115.434132,2733.020651,2526.981459,92.60384056,196.1988407,294.7852296,382.3841729,460.5302115
940,177,0.033,1622,391,0.0245453,111804.7059,8466.770439,8201.580827,6929.903446,5532.229377,4889.049702,227.2460216,480.8881239,709.2759936,895.4223638,1048.7547
941,236,0.005,897,374,0.0370999,155910.8159,6322.638639,5551.390489,4319.689068,3268.901374,3040.394404,182.6185159,362.6817947,511.0974125,623.6722761,715.4543022
942,87,0.278,721,249,0.0147226,52672.94118,2873.390571,2894.599528,2605.155144,2231.241998,1999.04467,76.98640302,164.5656186,247.5558412,320.0302395,382.8475191
943,236,0.14,1596,256,0.0199674,147698.8235,6661.057997,6445.318973,5567.463303,4590.744903,4078.417694,182.5421095,381.497123,562.6400814,714.5562938,842.7286873
944,198,0.275,987,476,0.0194663,119865.8824,4859.526481,4721.407488,4107.76283,3405.119223,3000.003381,133.7885358,279.1745179,412.3177285,524.7502983,619.6001597
945,199,0.048,1041,226,0.03015,128129.4118,5663.995699,5194.505292,4210.6699,3231.467899,2775.87767,159.7392348,324.5513351,466.2661025,577.2378631,665.3902943
